"Series";"Time";"Value"
"cpu_usage_total.AAM";"2018-12-04T10:47:43+02:00";25.279
"cpu_usage_total.AAM";"2018-12-04T10:47:44+02:00";43.133
"cpu_usage_total.AAM";"2018-12-04T10:47:46+02:00";26.238
"cpu_usage_total.AAM";"2018-12-04T10:47:48+02:00";39.927
"cpu_usage_total.AAM";"2018-12-04T10:47:49+02:00";34.292
"cpu_usage_total.AAM";"2018-12-04T10:47:50+02:00";34.225
"cpu_usage_total.AAM";"2018-12-04T10:47:51+02:00";36.686
"cpu_usage_total.AAM";"2018-12-04T10:47:53+02:00";43.55
"cpu_usage_total.AAM";"2018-12-04T10:47:54+02:00";43.896
"cpu_usage_total.AAM";"2018-12-04T10:47:55+02:00";37.438
"cpu_usage_total.AAM";"2018-12-04T10:47:57+02:00";42.881
"cpu_usage_total.AAM";"2018-12-04T10:47:58+02:00";45.181
"cpu_usage_total.AAM";"2018-12-04T10:47:59+02:00";50.041
"cpu_usage_total.AAM";"2018-12-04T10:48:01+02:00";48.136
"cpu_usage_total.AAM";"2018-12-04T10:48:02+02:00";38.611
"cpu_usage_total.AAM";"2018-12-04T10:48:03+02:00";74.753
"cpu_usage_total.AAM";"2018-12-04T10:48:04+02:00";59.93
"cpu_usage_total.AAM";"2018-12-04T10:48:06+02:00";0.122
"cpu_usage_total.AAM";"2018-12-04T10:48:07+02:00";0.598
"cpu_usage_total.AAM";"2018-12-04T10:48:09+02:00";0.138
"cpu_usage_total.AAM";"2018-12-04T10:48:11+02:00";0.071
"cpu_usage_total.AAM";"2018-12-04T10:48:12+02:00";0.261
"cpu_usage_total.AAM";"2018-12-04T10:48:14+02:00";0.06
"cpu_usage_total.AAM";"2018-12-04T10:48:15+02:00";0.064
"cpu_usage_total.AAM";"2018-12-04T10:48:17+02:00";0.069
"cpu_usage_total.AAM";"2018-12-04T10:48:18+02:00";0.073
"cpu_usage_total.AAM";"2018-12-04T10:48:19+02:00";0.08
"cpu_usage_total.AAM";"2018-12-04T10:48:21+02:00";0.071
"cpu_usage_total.AAM";"2018-12-04T10:48:23+02:00";1.142
"cpu_usage_total.AAM";"2018-12-04T10:48:24+02:00";0.078
"cpu_usage_total.AAM";"2018-12-04T10:48:26+02:00";0.06
"cpu_usage_total.AAM";"2018-12-04T10:48:27+02:00";0.078
"cpu_usage_total.AAM";"2018-12-04T10:48:29+02:00";0.07
"cpu_usage_total.AAM";"2018-12-04T10:48:30+02:00";0.075
"cpu_usage_total.AAM";"2018-12-04T10:48:32+02:00";0.123
"cpu_usage_total.AAM";"2018-12-04T10:48:34+02:00";0.071
"cpu_usage_total.AAM";"2018-12-04T10:48:35+02:00";0.075
"cpu_usage_total.AAM";"2018-12-04T10:48:37+02:00";0.069
"cpu_usage_total.AAM";"2018-12-04T10:48:38+02:00";0.077
"cpu_usage_total.AAM";"2018-12-04T10:48:39+02:00";0.06
"cpu_usage_total.AAM";"2018-12-04T10:48:40+02:00";0.072
"cpu_usage_total.AAM";"2018-12-04T10:48:41+02:00";0.223
"cpu_usage_total.AAM";"2018-12-04T10:48:43+02:00";0.086
"cpu_usage_total.AAM";"2018-12-04T10:48:45+02:00";0.157
"cpu_usage_total.AAM";"2018-12-04T10:48:46+02:00";0.071
"cpu_usage_total.AAM";"2018-12-04T10:48:48+02:00";0.063
"cpu_usage_total.AAM";"2018-12-04T10:48:49+02:00";0.086
"cpu_usage_total.AAM";"2018-12-04T10:48:51+02:00";0.082
"cpu_usage_total.AAM";"2018-12-04T10:48:52+02:00";0.44
"cpu_usage_total.AAM";"2018-12-04T10:48:54+02:00";0.104
"cpu_usage_total.AAM";"2018-12-04T10:48:55+02:00";0.115
"cpu_usage_total.AAM";"2018-12-04T10:48:57+02:00";0.074
"cpu_usage_total.AAM";"2018-12-04T10:48:58+02:00";0.085
"cpu_usage_total.AAM";"2018-12-04T10:48:59+02:00";0.091
"cpu_usage_total.AAM";"2018-12-04T10:49:01+02:00";4.021
"cpu_usage_total.AAM";"2018-12-04T10:49:02+02:00";0.204
