"Series";"Time";"Value"
"cpu_usage_total.RAP";"2018-11-28T16:49:29+02:00";6.295
"cpu_usage_total.RAP";"2018-11-28T16:49:31+02:00";0.112
"cpu_usage_total.RAP";"2018-11-28T16:49:32+02:00";0.139
"cpu_usage_total.RAP";"2018-11-28T16:49:34+02:00";0.144
"cpu_usage_total.RAP";"2018-11-28T16:49:36+02:00";0.125
"cpu_usage_total.RAP";"2018-11-28T16:49:37+02:00";0.083
"cpu_usage_total.RAP";"2018-11-28T16:49:38+02:00";0.09
"cpu_usage_total.RAP";"2018-11-28T16:49:40+02:00";0.098
"cpu_usage_total.RAP";"2018-11-28T16:49:41+02:00";0.113
"cpu_usage_total.RAP";"2018-11-28T16:49:43+02:00";36.681
"cpu_usage_total.RAP";"2018-11-28T16:49:45+02:00";45.306
"cpu_usage_total.RAP";"2018-11-28T16:49:46+02:00";50.212
"cpu_usage_total.RAP";"2018-11-28T16:49:48+02:00";47.678
"cpu_usage_total.RAP";"2018-11-28T16:49:49+02:00";40.75
"cpu_usage_total.RAP";"2018-11-28T16:49:51+02:00";38.507
"cpu_usage_total.RAP";"2018-11-28T16:49:52+02:00";27.974
"cpu_usage_total.RAP";"2018-11-28T16:49:53+02:00";35.651
"cpu_usage_total.RAP";"2018-11-28T16:49:55+02:00";32.426
"cpu_usage_total.RAP";"2018-11-28T16:49:56+02:00";37.022
"cpu_usage_total.RAP";"2018-11-28T16:49:58+02:00";54.027
"cpu_usage_total.RAP";"2018-11-28T16:49:59+02:00";47.788
"cpu_usage_total.RAP";"2018-11-28T16:50:01+02:00";41.937
"cpu_usage_total.RAP";"2018-11-28T16:50:03+02:00";37.279
"cpu_usage_total.RAP";"2018-11-28T16:50:04+02:00";51.514
"cpu_usage_total.RAP";"2018-11-28T16:50:05+02:00";41.049
"cpu_usage_total.RAP";"2018-11-28T16:50:07+02:00";53.91
"cpu_usage_total.RAP";"2018-11-28T16:50:08+02:00";32.3
"cpu_usage_total.RAP";"2018-11-28T16:50:10+02:00";29.216
"cpu_usage_total.RAP";"2018-11-28T16:50:11+02:00";45.711
"cpu_usage_total.RAP";"2018-11-28T16:50:13+02:00";36.987
"cpu_usage_total.RAP";"2018-11-28T16:50:14+02:00";50.846
"cpu_usage_total.RAP";"2018-11-28T16:50:15+02:00";87.125
"cpu_usage_total.RAP";"2018-11-28T16:50:17+02:00";6.597
"cpu_usage_total.RAP";"2018-11-28T16:50:19+02:00";0.13
"cpu_usage_total.RAP";"2018-11-28T16:50:20+02:00";0.148
"cpu_usage_total.RAP";"2018-11-28T16:50:22+02:00";0.12
"cpu_usage_total.RAP";"2018-11-28T16:50:23+02:00";0.082
"cpu_usage_total.RAP";"2018-11-28T16:50:24+02:00";0.139
"cpu_usage_total.RAP";"2018-11-28T16:50:26+02:00";0.087
"cpu_usage_total.RAP";"2018-11-28T16:50:27+02:00";0.074
