0	525891
0.001	4527915
0.002	803837
0.003	49235
0.004	10434
0.005	5703
0.006	4032
0.007	2313
0.008	1215
0.009	640
0.01	456
0.011	266
0.012	149
0.013	605
0.014	56887
0.015	225568
0.016	484670
0.017	497102
0.018	251953
0.019	129836
0.02	84149
0.021	61600
0.022	49801
0.023	39413
0.024	30570
0.025	23304
0.026	17580
0.027	13056
0.028	9873
0.029	7415
0.03	5616
0.031	4295
0.032	3475
0.033	2789
0.034	2161
0.035	2376
0.036	3500
0.037	2237
0.038	1394
0.039	1104
0.04	1336
0.041	2297
0.042	2032
0.043	1031
0.044	684
0.045	528
0.046	407
0.047	324
0.048	269
0.049	240
0.05	217
0.051	258
0.052	209
0.053	213
0.054	174
0.055	179
0.056	154
0.057	127
0.058	107
0.059	72
0.06	97
0.061	83
0.062	67
0.063	87
0.064	55
0.065	60
0.066	52
0.067	58
0.068	34
0.069	38
0.07	49
0.071	33
0.072	36
0.073	46
0.074	44
0.075	37
0.076	34
0.077	32
0.078	29
0.079	26
0.08	26
0.081	22
0.082	26
0.083	23
0.084	15
0.085	21
0.086	28
0.087	23
0.088	13
0.089	21
0.09	18
0.091	18
0.092	17
0.093	23
0.094	24
0.095	9
0.096	20
0.097	22
0.098	20
0.099	8
0.1	13
0.101	11
0.102	13
0.103	16
0.104	13
0.105	10
0.106	6
0.107	9
0.108	12
0.109	4
0.11	5
0.111	10
0.112	10
0.113	6
0.114	12
0.115	7
0.116	6
0.117	2
0.118	6
0.119	5
0.12	6
0.121	7
0.122	9
0.123	5
0.124	7
0.125	3
0.126	3
0.127	7
0.128	1
0.129	7
0.13	4
0.131	7
0.132	4
0.133	4
0.134	5
0.135	5
0.136	4
0.137	2
0.138	3
0.139	3
0.14	2
0.141	4
0.142	4
0.143	5
0.144	5
0.145	3
0.146	2
0.147	3
0.148	3
0.149	3
0.15	4
0.151	8
0.152	5
0.153	3
0.154	6
0.155	1
0.156	3
0.157	5
0.158	5
0.159	5
0.16	4
0.162	3
0.163	2
0.164	3
0.165	3
0.166	2
0.167	4
0.168	2
0.169	5
0.17	9
0.171	5
