#timestamp	milliseconds	requestsNumber	Failures	All_ms	min_ms	max_ms	avg_ms
2018-11-29T12:36:22.255+0200	1543487782255	12	0.0	32109	1177	32106	4058.5833333333335
2018-11-29T12:36:54.365+0200	1543487814365	12	0.0	1896	1153	1892	1580.4166666666667
2018-11-29T12:36:56.262+0200	1543487816262	12	0.0	2110	1169	2106	1750.25
2018-11-29T12:36:58.373+0200	1543487818373	12	0.0	15603	1204	15601	2879.1666666666665
2018-11-29T12:37:13.977+0200	1543487833977	12	0.0	2438	1516	2437	1992.4166666666667
2018-11-29T12:37:16.416+0200	1543487836416	12	0.0	2631	1848	2626	2339.1666666666665
2018-11-29T12:37:19.048+0200	1543487839048	12	0.0	3241	1758	3238	2837.3333333333335
2018-11-29T12:37:22.290+0200	1543487842290	12	0.0	2335	1767	2332	2099.6666666666665
2018-11-29T12:37:24.627+0200	1543487844627	12	0.0	15707	1559	15703	4135.0
2018-11-29T12:37:40.335+0200	1543487860335	12	0.0	1801	422	1800	1572.3333333333333
2018-11-29T12:37:42.137+0200	1543487862137	12	0.0	15902	1151	15901	2653.1666666666665
2018-11-29T12:37:58.040+0200	1543487878040	12	0.0	2343	1674	2337	2089.75
2018-11-29T12:38:00.384+0200	1543487880384	12	0.0	1863	1268	1860	1631.25
2018-11-29T12:38:02.248+0200	1543487882248	12	0.0	2222	1249	2221	1799.75
2018-11-29T12:38:04.471+0200	1543487884471	12	0.0	7539	1055	7538	1827.0833333333333
2018-11-29T12:38:12.011+0200	1543487892011	12	0.0	2242	1717	2241	2011.9166666666667
2018-11-29T12:38:14.254+0200	1543487894254	13	0.0	1950	1219	1949	1593.6923076923076
2018-11-29T12:38:16.205+0200	1543487896205	13	0.0	32421	1146	32416	3991.5384615384614
2018-11-29T12:38:48.627+0200	1543487928627	13	0.0	1790	1159	1788	1501.1538461538462
2018-11-29T12:38:50.418+0200	1543487930418	13	0.0	16008	1159	16005	2706.153846153846
2018-11-29T12:39:06.427+0200	1543487946427	13	0.0	1844	1130	1843	1577.0
2018-11-29T12:39:08.272+0200	1543487948272	13	0.0	1998	1105	1997	1673.5384615384614
2018-11-29T12:39:10.271+0200	1543487950271	13	0.0	15575	1418	15570	2734.5384615384614
2018-11-29T12:39:25.847+0200	1543487965847	13	0.0	1851	1220	1848	1596.6923076923076
2018-11-29T12:39:27.704+0200	1543487967704	13	0.0	1911	1149	1908	1621.076923076923
2018-11-29T12:39:29.616+0200	1543487969616	13	0.0	1980	1329	1979	1668.923076923077
2018-11-29T12:39:31.596+0200	1543487971596	13	0.0	1970	1333	1945	1680.7692307692307
2018-11-29T12:39:33.569+0200	1543487973569	13	0.0	1806	314	1805	1502.5384615384614
2018-11-29T12:39:35.376+0200	1543487975376	13	0.0	1883	1139	1882	1615.076923076923
2018-11-29T12:39:37.259+0200	1543487977259	13	0.0	2180	1251	2177	1964.6153846153845
2018-11-29T12:39:39.440+0200	1543487979440	13	0.0	1954	1236	1949	1684.0
2018-11-29T12:39:41.395+0200	1543487981395	13	0.0	1834	939	1828	1518.3076923076924
2018-11-29T12:39:43.229+0200	1543487983229	13	0.0	1849	1178	1845	1564.5384615384614
2018-11-29T12:39:45.079+0200	1543487985079	13	0.0	1813	1142	1813	1509.2307692307693
2018-11-29T12:39:46.894+0200	1543487986894	13	0.0	1959	1265	1955	1663.7692307692307
2018-11-29T12:39:48.855+0200	1543487988855	13	0.0	1833	1095	1829	1585.6923076923076
2018-11-29T12:39:50.689+0200	1543487990689	14	0.0	1939	1333	1934	1632.0
2018-11-29T12:39:52.629+0200	1543487992629	14	0.0	2748	1137	2748	2097.8571428571427
2018-11-29T12:39:55.378+0200	1543487995378	14	0.0	31978	1247	31971	3767.1428571428573
2018-11-29T12:40:27.357+0200	1543488027357	14	0.0	2159	1495	2155	1858.7857142857142
2018-11-29T12:40:29.517+0200	1543488029517	14	0.0	2046	1248	2042	1786.7857142857142
2018-11-29T12:40:31.564+0200	1543488031564	14	0.0	2126	1348	2121	1816.7857142857142
2018-11-29T12:40:33.692+0200	1543488033692	14	0.0	1961	1311	1957	1652.857142857143
2018-11-29T12:40:35.654+0200	1543488035654	14	0.0	1935	1266	1934	1655.357142857143
2018-11-29T12:40:37.591+0200	1543488037591	14	0.0	2165	1459	2164	1845.142857142857
2018-11-29T12:40:39.756+0200	1543488039756	14	0.0	2062	1361	2056	1788.642857142857
2018-11-29T12:40:41.819+0200	1543488041819	14	0.0	2228	1406	2228	1875.5714285714287
2018-11-29T12:40:44.048+0200	1543488044048	14	0.0	2061	1191	2060	1709.642857142857
2018-11-29T12:40:46.111+0200	1543488046111	14	0.0	1936	1229	1930	1675.857142857143
2018-11-29T12:40:48.048+0200	1543488048048	14	0.0	2427	1710	2422	2084.0
2018-11-29T12:40:50.476+0200	1543488050476	14	0.0	2003	1124	2002	1680.2857142857142
2018-11-29T12:40:52.480+0200	1543488052480	14	0.0	1993	1311	1987	1693.7857142857142
2018-11-29T12:40:54.474+0200	1543488054474	14	0.0	1830	1128	1827	1545.2142857142858
2018-11-29T12:40:56.304+0200	1543488056304	14	0.0	2106	1263	2101	1749.857142857143
2018-11-29T12:40:58.411+0200	1543488058411	14	0.0	1833	1124	1826	1531.357142857143
2018-11-29T12:41:00.245+0200	1543488060245	14	0.0	2375	1649	2370	2052.214285714286
2018-11-29T12:41:02.621+0200	1543488062621	15	0.0	2237	1355	2233	1914.2
2018-11-29T12:41:04.859+0200	1543488064859	15	0.0	2085	1172	2082	1710.2
2018-11-29T12:41:06.945+0200	1543488066945	15	0.0	2180	1289	2176	1781.6
