"Series";"Time";"Value"
"cpu_usage_total.AAM";"2018-11-29T10:35:05+02:00";15.476
"cpu_usage_total.AAM";"2018-11-29T10:35:07+02:00";31.729
"cpu_usage_total.AAM";"2018-11-29T10:35:08+02:00";78.657
"cpu_usage_total.AAM";"2018-11-29T10:35:10+02:00";84.37
"cpu_usage_total.AAM";"2018-11-29T10:35:11+02:00";79.254
"cpu_usage_total.AAM";"2018-11-29T10:35:12+02:00";55.773
"cpu_usage_total.AAM";"2018-11-29T10:35:13+02:00";46.912
"cpu_usage_total.AAM";"2018-11-29T10:35:15+02:00";43.716
"cpu_usage_total.AAM";"2018-11-29T10:35:17+02:00";43.707
"cpu_usage_total.AAM";"2018-11-29T10:35:18+02:00";43.558
"cpu_usage_total.AAM";"2018-11-29T10:35:20+02:00";24.928
"cpu_usage_total.AAM";"2018-11-29T10:35:22+02:00";1.636
"cpu_usage_total.AAM";"2018-11-29T10:35:23+02:00";15.068
"cpu_usage_total.AAM";"2018-11-29T10:35:25+02:00";13.457
"cpu_usage_total.AAM";"2018-11-29T10:35:26+02:00";12.128
"cpu_usage_total.AAM";"2018-11-29T10:35:28+02:00";13.533
"cpu_usage_total.AAM";"2018-11-29T10:35:29+02:00";7.533
"cpu_usage_total.AAM";"2018-11-29T10:35:31+02:00";39.582
"cpu_usage_total.AAM";"2018-11-29T10:35:32+02:00";41.604
"cpu_usage_total.AAM";"2018-11-29T10:35:34+02:00";42.439
"cpu_usage_total.AAM";"2018-11-29T10:35:36+02:00";49.447
"cpu_usage_total.AAM";"2018-11-29T10:35:37+02:00";19.115
"cpu_usage_total.AAM";"2018-11-29T10:35:38+02:00";42.265
"cpu_usage_total.AAM";"2018-11-29T10:35:39+02:00";88.141
"cpu_usage_total.AAM";"2018-11-29T10:35:40+02:00";83.182
"cpu_usage_total.AAM";"2018-11-29T10:35:42+02:00";60.386
"cpu_usage_total.AAM";"2018-11-29T10:35:43+02:00";63.956
"cpu_usage_total.AAM";"2018-11-29T10:35:45+02:00";33.064
"cpu_usage_total.AAM";"2018-11-29T10:35:46+02:00";44.233
"cpu_usage_total.AAM";"2018-11-29T10:35:48+02:00";44.432
"cpu_usage_total.AAM";"2018-11-29T10:35:50+02:00";43.028
"cpu_usage_total.AAM";"2018-11-29T10:35:51+02:00";43.995
"cpu_usage_total.AAM";"2018-11-29T10:35:53+02:00";43.477
"cpu_usage_total.AAM";"2018-11-29T10:35:54+02:00";43.035
"cpu_usage_total.AAM";"2018-11-29T10:35:56+02:00";33.562
"cpu_usage_total.AAM";"2018-11-29T10:35:57+02:00";4.323
"cpu_usage_total.AAM";"2018-11-29T10:35:58+02:00";4.51
"cpu_usage_total.AAM";"2018-11-29T10:36:00+02:00";20.574
"cpu_usage_total.AAM";"2018-11-29T10:36:02+02:00";28.176
"cpu_usage_total.AAM";"2018-11-29T10:36:04+02:00";29.763
"cpu_usage_total.AAM";"2018-11-29T10:36:05+02:00";53.965
"cpu_usage_total.AAM";"2018-11-29T10:36:07+02:00";28.191
"cpu_usage_total.AAM";"2018-11-29T10:36:09+02:00";69.88
"cpu_usage_total.AAM";"2018-11-29T10:36:10+02:00";83.585
"cpu_usage_total.AAM";"2018-11-29T10:36:12+02:00";82.819
"cpu_usage_total.AAM";"2018-11-29T10:36:14+02:00";57.885
"cpu_usage_total.AAM";"2018-11-29T10:36:15+02:00";43.585
"cpu_usage_total.AAM";"2018-11-29T10:36:16+02:00";44.454
"cpu_usage_total.AAM";"2018-11-29T10:36:17+02:00";52.763
"cpu_usage_total.AAM";"2018-11-29T10:36:18+02:00";40.54
"cpu_usage_total.AAM";"2018-11-29T10:36:20+02:00";42.318
"cpu_usage_total.AAM";"2018-11-29T10:36:21+02:00";32.09
"cpu_usage_total.AAM";"2018-11-29T10:36:22+02:00";30.887
"cpu_usage_total.AAM";"2018-11-29T10:36:24+02:00";19.794
"cpu_usage_total.AAM";"2018-11-29T10:36:25+02:00";21.658
"cpu_usage_total.AAM";"2018-11-29T10:36:27+02:00";7.983
"cpu_usage_total.AAM";"2018-11-29T10:36:29+02:00";11.761
"cpu_usage_total.AAM";"2018-11-29T10:36:30+02:00";31.553
"cpu_usage_total.AAM";"2018-11-29T10:36:32+02:00";19.746
"cpu_usage_total.AAM";"2018-11-29T10:36:34+02:00";36.423
"cpu_usage_total.AAM";"2018-11-29T10:36:35+02:00";71.184
"cpu_usage_total.AAM";"2018-11-29T10:36:36+02:00";31.189
"cpu_usage_total.AAM";"2018-11-29T10:36:38+02:00";54.942
"cpu_usage_total.AAM";"2018-11-29T10:36:39+02:00";84.23
"cpu_usage_total.AAM";"2018-11-29T10:36:41+02:00";85.334
"cpu_usage_total.AAM";"2018-11-29T10:36:43+02:00";62.861
"cpu_usage_total.AAM";"2018-11-29T10:36:44+02:00";53.582
"cpu_usage_total.AAM";"2018-11-29T10:36:46+02:00";32.542
"cpu_usage_total.AAM";"2018-11-29T10:36:47+02:00";44.423
"cpu_usage_total.AAM";"2018-11-29T10:36:48+02:00";42.673
"cpu_usage_total.AAM";"2018-11-29T10:36:50+02:00";34.011
"cpu_usage_total.AAM";"2018-11-29T10:36:52+02:00";1.518
"cpu_usage_total.AAM";"2018-11-29T10:36:53+02:00";0.237
"cpu_usage_total.AAM";"2018-11-29T10:36:54+02:00";8.329
"cpu_usage_total.AAM";"2018-11-29T10:36:56+02:00";10.169
"cpu_usage_total.AAM";"2018-11-29T10:36:57+02:00";26.771
"cpu_usage_total.AAM";"2018-11-29T10:36:59+02:00";17.571
"cpu_usage_total.AAM";"2018-11-29T10:37:00+02:00";20.925
"cpu_usage_total.AAM";"2018-11-29T10:37:02+02:00";33.459
"cpu_usage_total.AAM";"2018-11-29T10:37:03+02:00";25.485
"cpu_usage_total.AAM";"2018-11-29T10:37:05+02:00";41.247
"cpu_usage_total.AAM";"2018-11-29T10:37:07+02:00";32.914
"cpu_usage_total.AAM";"2018-11-29T10:37:08+02:00";25.586
"cpu_usage_total.AAM";"2018-11-29T10:37:10+02:00";46.514
"cpu_usage_total.AAM";"2018-11-29T10:37:11+02:00";88.877
"cpu_usage_total.AAM";"2018-11-29T10:37:13+02:00";73.493
