"Series";"Time";"Value"
"cpu_usage_total.RAP";"2018-11-29T10:35:56+02:00";48.84
"cpu_usage_total.RAP";"2018-11-29T10:35:57+02:00";80.646
"cpu_usage_total.RAP";"2018-11-29T10:35:58+02:00";83.171
"cpu_usage_total.RAP";"2018-11-29T10:36:00+02:00";67.764
"cpu_usage_total.RAP";"2018-11-29T10:36:02+02:00";58.849
"cpu_usage_total.RAP";"2018-11-29T10:36:04+02:00";54.89
"cpu_usage_total.RAP";"2018-11-29T10:36:05+02:00";27.398
"cpu_usage_total.RAP";"2018-11-29T10:36:06+02:00";30.352
"cpu_usage_total.RAP";"2018-11-29T10:36:07+02:00";26.494
"cpu_usage_total.RAP";"2018-11-29T10:36:09+02:00";0.075
"cpu_usage_total.RAP";"2018-11-29T10:36:10+02:00";5.449
"cpu_usage_total.RAP";"2018-11-29T10:36:12+02:00";7.518
"cpu_usage_total.RAP";"2018-11-29T10:36:14+02:00";29.338
"cpu_usage_total.RAP";"2018-11-29T10:36:15+02:00";43.717
"cpu_usage_total.RAP";"2018-11-29T10:36:16+02:00";44.699
"cpu_usage_total.RAP";"2018-11-29T10:36:17+02:00";36.79
"cpu_usage_total.RAP";"2018-11-29T10:36:18+02:00";41.085
"cpu_usage_total.RAP";"2018-11-29T10:36:20+02:00";42.134
"cpu_usage_total.RAP";"2018-11-29T10:36:21+02:00";29.183
"cpu_usage_total.RAP";"2018-11-29T10:36:22+02:00";57.534
"cpu_usage_total.RAP";"2018-11-29T10:36:24+02:00";73.529
"cpu_usage_total.RAP";"2018-11-29T10:36:25+02:00";65.371
"cpu_usage_total.RAP";"2018-11-29T10:36:26+02:00";69.094
"cpu_usage_total.RAP";"2018-11-29T10:36:27+02:00";80.83
"cpu_usage_total.RAP";"2018-11-29T10:36:29+02:00";74.906
"cpu_usage_total.RAP";"2018-11-29T10:36:30+02:00";54.53
"cpu_usage_total.RAP";"2018-11-29T10:36:32+02:00";62.674
"cpu_usage_total.RAP";"2018-11-29T10:36:33+02:00";51.105
"cpu_usage_total.RAP";"2018-11-29T10:36:35+02:00";19.258
"cpu_usage_total.RAP";"2018-11-29T10:36:37+02:00";30.762
"cpu_usage_total.RAP";"2018-11-29T10:36:38+02:00";0.479
"cpu_usage_total.RAP";"2018-11-29T10:36:40+02:00";5.255
"cpu_usage_total.RAP";"2018-11-29T10:36:41+02:00";7.127
"cpu_usage_total.RAP";"2018-11-29T10:36:43+02:00";23.709
"cpu_usage_total.RAP";"2018-11-29T10:36:45+02:00";38.028
"cpu_usage_total.RAP";"2018-11-29T10:36:47+02:00";42.248
"cpu_usage_total.RAP";"2018-11-29T10:36:49+02:00";42.666
"cpu_usage_total.RAP";"2018-11-29T10:36:50+02:00";56.307
"cpu_usage_total.RAP";"2018-11-29T10:36:51+02:00";89.611
"cpu_usage_total.RAP";"2018-11-29T10:36:53+02:00";88.353
"cpu_usage_total.RAP";"2018-11-29T10:36:55+02:00";77.63
"cpu_usage_total.RAP";"2018-11-29T10:36:56+02:00";83.214
"cpu_usage_total.RAP";"2018-11-29T10:36:57+02:00";64.988
"cpu_usage_total.RAP";"2018-11-29T10:36:59+02:00";66.041
"cpu_usage_total.RAP";"2018-11-29T10:37:01+02:00";62.967
"cpu_usage_total.RAP";"2018-11-29T10:37:03+02:00";57.208
"cpu_usage_total.RAP";"2018-11-29T10:37:04+02:00";42.325
"cpu_usage_total.RAP";"2018-11-29T10:37:06+02:00";36.184
"cpu_usage_total.RAP";"2018-11-29T10:37:07+02:00";16.512
"cpu_usage_total.RAP";"2018-11-29T10:37:09+02:00";19.557
"cpu_usage_total.RAP";"2018-11-29T10:37:10+02:00";0.068
"cpu_usage_total.RAP";"2018-11-29T10:37:12+02:00";0.838
"cpu_usage_total.RAP";"2018-11-29T10:37:14+02:00";25.013
"cpu_usage_total.RAP";"2018-11-29T10:37:15+02:00";23.485
"cpu_usage_total.RAP";"2018-11-29T10:37:16+02:00";43.838
"cpu_usage_total.RAP";"2018-11-29T10:37:18+02:00";35.28
"cpu_usage_total.RAP";"2018-11-29T10:37:19+02:00";45.534
"cpu_usage_total.RAP";"2018-11-29T10:37:20+02:00";41.69
"cpu_usage_total.RAP";"2018-11-29T10:37:22+02:00";31.545
"cpu_usage_total.RAP";"2018-11-29T10:37:24+02:00";45.417
"cpu_usage_total.RAP";"2018-11-29T10:37:25+02:00";89.119
"cpu_usage_total.RAP";"2018-11-29T10:37:27+02:00";77.808
"cpu_usage_total.RAP";"2018-11-29T10:37:28+02:00";80.352
"cpu_usage_total.RAP";"2018-11-29T10:37:29+02:00";68.773
"cpu_usage_total.RAP";"2018-11-29T10:37:31+02:00";73.083
"cpu_usage_total.RAP";"2018-11-29T10:37:32+02:00";62.983
"cpu_usage_total.RAP";"2018-11-29T10:37:33+02:00";55.024
"cpu_usage_total.RAP";"2018-11-29T10:37:35+02:00";51.617
"cpu_usage_total.RAP";"2018-11-29T10:37:37+02:00";33.924
"cpu_usage_total.RAP";"2018-11-29T10:37:39+02:00";22.527
"cpu_usage_total.RAP";"2018-11-29T10:37:40+02:00";0.077
