"Series";"Time";"Value"
"memory_usage.AAM";"2018-11-29T10:36:02+02:00";null
"memory_usage.AAM";"2018-11-29T10:36:04+02:00";601,677,824
"memory_usage.AAM";"2018-11-29T10:36:06+02:00";601,677,824
"memory_usage.AAM";"2018-11-29T10:36:08+02:00";601,677,824
"memory_usage.AAM";"2018-11-29T10:36:10+02:00";606,965,760
"memory_usage.AAM";"2018-11-29T10:36:12+02:00";654,155,776
"memory_usage.AAM";"2018-11-29T10:36:14+02:00";601,403,392
"memory_usage.AAM";"2018-11-29T10:36:16+02:00";626,716,672
"memory_usage.AAM";"2018-11-29T10:36:18+02:00";605,405,184
"memory_usage.AAM";"2018-11-29T10:36:20+02:00";602,083,328
"memory_usage.AAM";"2018-11-29T10:36:22+02:00";599,273,472
"memory_usage.AAM";"2018-11-29T10:36:24+02:00";598,814,720
"memory_usage.AAM";"2018-11-29T10:36:26+02:00";598,814,720
"memory_usage.AAM";"2018-11-29T10:36:28+02:00";598,814,720
"memory_usage.AAM";"2018-11-29T10:36:30+02:00";598,814,720
"memory_usage.AAM";"2018-11-29T10:36:32+02:00";598,814,720
"memory_usage.AAM";"2018-11-29T10:36:34+02:00";598,814,720
"memory_usage.AAM";"2018-11-29T10:36:36+02:00";598,814,720
"memory_usage.AAM";"2018-11-29T10:36:38+02:00";615,399,424
"memory_usage.AAM";"2018-11-29T10:36:40+02:00";605,155,328
"memory_usage.AAM";"2018-11-29T10:36:42+02:00";606,072,832
"memory_usage.AAM";"2018-11-29T10:36:44+02:00";600,616,960
"memory_usage.AAM";"2018-11-29T10:36:46+02:00";600,616,960
"memory_usage.AAM";"2018-11-29T10:36:48+02:00";604,418,048
"memory_usage.AAM";"2018-11-29T10:36:50+02:00";600,616,960
"memory_usage.AAM";"2018-11-29T10:36:52+02:00";600,616,960
"memory_usage.AAM";"2018-11-29T10:36:54+02:00";600,616,960
"memory_usage.AAM";"2018-11-29T10:36:56+02:00";600,616,960
"memory_usage.AAM";"2018-11-29T10:36:58+02:00";600,616,960
"memory_usage.AAM";"2018-11-29T10:37:00+02:00";600,645,632
"memory_usage.AAM";"2018-11-29T10:37:02+02:00";600,645,632
"memory_usage.AAM";"2018-11-29T10:37:04+02:00";600,645,632
"memory_usage.AAM";"2018-11-29T10:37:06+02:00";600,645,632
"memory_usage.AAM";"2018-11-29T10:37:08+02:00";600,645,632
"memory_usage.AAM";"2018-11-29T10:37:10+02:00";630,657,024
"memory_usage.AAM";"2018-11-29T10:37:12+02:00";606,519,296
"memory_usage.AAM";"2018-11-29T10:37:14+02:00";601,366,528
"memory_usage.AAM";"2018-11-29T10:37:16+02:00";601,366,528
"memory_usage.AAM";"2018-11-29T10:37:18+02:00";626,139,136
"memory_usage.AAM";"2018-11-29T10:37:20+02:00";603,721,728
"memory_usage.AAM";"2018-11-29T10:37:22+02:00";603,635,712
"memory_usage.AAM";"2018-11-29T10:37:24+02:00";602,599,424
"memory_usage.AAM";"2018-11-29T10:37:26+02:00";602,599,424
"memory_usage.AAM";"2018-11-29T10:37:28+02:00";602,599,424
